Postanski_ured;Mjesto;Zupanija
10314;Velika Hrastilnica;ZAGREBAČKA
10315;Konšćani;ZAGREBAČKA
10315;Novoselec;ZAGREBAČKA
10315;Obedišće;ZAGREBAČKA
10315;Okešinec;ZAGREBAČKA
10315;Razljev;ZAGREBAČKA
10315;Rečica Kriška;ZAGREBAČKA
10315;Vezišće;ZAGREBAČKA
10316;Lijevi Dubrovčak;ZAGREBAČKA
10316;Prerovec;ZAGREBAČKA
10340;Banovo;ZAGREBAČKA
10340;Brčevec;ZAGREBAČKA
10340;Celine;ZAGREBAČKA
10340;Cerik;ZAGREBAČKA
10340;Cerje;ZAGREBAČKA
10340;Dijaneš;ZAGREBAČKA
10340;Đivan;ZAGREBAČKA
10340;Gaj;ZAGREBAČKA
10340;Gostović;ZAGREBAČKA
10340;Graberanec;ZAGREBAČKA
10340;Hruškovica;ZAGREBAČKA
10340;Konak;ZAGREBAČKA
10340;Krkač;ZAGREBAČKA
10340;Kućari;ZAGREBAČKA
10340;Lazarevac;ZAGREBAČKA
10340;Lovrečka Varoš;ZAGREBAČKA
10340;Lovrečka Velika;ZAGREBAČKA
10340;Luka;ZAGREBAČKA
10340;Lukovo;ZAGREBAČKA
10340;Marenić;ZAGREBAČKA
10340;Martinska Ves;ZAGREBAČKA
10340;Naselje Stjepana Radića;ZAGREBAČKA
10340;Novo Selo;ZAGREBAČKA
10340;Podolec;ZAGREBAČKA
10340;Poljana;ZAGREBAČKA
10340;Poljanski Lug;ZAGREBAČKA
10340;Prilesje;ZAGREBAČKA
10340;Savska Cesta;ZAGREBAČKA
10340;Topolovec;ZAGREBAČKA
10340;Vrbovec;ZAGREBAČKA
10340;Vrbovečki Pavlovec;ZAGREBAČKA
10341;Dulepska;ZAGREBAČKA
10341;Greda;ZAGREBAČKA
10341;Lonjica;ZAGREBAČKA
10341;Negovec;ZAGREBAČKA
10341;Peskovec;ZAGREBAČKA
10341;Pirakovec;ZAGREBAČKA
10342;Bađinec;ZAGREBAČKA
10342;Brezje;ZAGREBAČKA
10342;Donji Marinkovac;ZAGREBAČKA
10342;Donji Vukašinac;ZAGREBAČKA
10342;Dubrava;ZAGREBAČKA
10342;Dubravski Markovac;ZAGREBAČKA
10342;Gornji Marinkovac;ZAGREBAČKA
10342;Gornji Vukašinac;ZAGREBAČKA
10342;Graberec;ZAGREBAČKA
10342;Koritna;ZAGREBAČKA
10342;Kostanj;ZAGREBAČKA
10342;Ladina;ZAGREBAČKA
10342;Mostari;ZAGREBAČKA
10342;Novaki;ZAGREBAČKA
10342;Paruževac;ZAGREBAČKA
10342;Pehardovac;ZAGREBAČKA
10342;Podlužan;ZAGREBAČKA
10342;Radulec;ZAGREBAČKA
10342;Svinjarec;ZAGREBAČKA
10342;Zetkan;ZAGREBAČKA
10342;Zgališće;ZAGREBAČKA
10342;Zvekovac;ZAGREBAČKA
10342;Žukovec;ZAGREBAČKA
10343;Fuka;ZAGREBAČKA
10343;Habjanovac;ZAGREBAČKA
10343;Haganj;ZAGREBAČKA
10343;Nova Kapela;ZAGREBAČKA
10343;Stara Kapela;ZAGREBAČKA
10343;Stari Glog;ZAGREBAČKA
10343;Žabnica;ZAGREBAČKA
10344;Bolč;ZAGREBAČKA
10344;Brezine;ZAGREBAČKA
10344;Donji Markovac;ZAGREBAČKA
10344;Farkaševac;ZAGREBAČKA
10344;Ivančani;ZAGREBAČKA
10344;Kabal;ZAGREBAČKA
10344;Mački;ZAGREBAČKA
10344;Majur;ZAGREBAČKA
10344;Prašćevac;ZAGREBAČKA
10344;Zvonik;ZAGREBAČKA
10345;Buzadovac;ZAGREBAČKA
10345;Cugovec;ZAGREBAČKA
10345;Festinec;ZAGREBAČKA
10345;Grabrić;ZAGREBAČKA
10345;Gradec;ZAGREBAČKA
10345;Gradečki Pavlovec;ZAGREBAČKA
10345;Lubena;ZAGREBAČKA
10345;Mali Brezovec;ZAGREBAČKA
10345;Podjales;ZAGREBAČKA
10345;Pokasin;ZAGREBAČKA
10345;Potočec;ZAGREBAČKA
10345;Remetinec;ZAGREBAČKA
10345;Repinec;ZAGREBAČKA
10345;Salajci;ZAGREBAČKA
10345;Tučenik;ZAGREBAČKA
10345;Veliki Brezovec;ZAGREBAČKA
10345;Zabrđe;ZAGREBAČKA
10346;Gornjaki;ZAGREBAČKA
10346;Kamenica;ZAGREBAČKA
10346;Kraljev Vrh;ZAGREBAČKA
10346;Krušljevac;ZAGREBAČKA
10346;Ledina;ZAGREBAČKA
10346;Pogančec;ZAGREBAČKA
10346;Preseka;ZAGREBAČKA
10346;Slatina;ZAGREBAČKA
10346;Strmec;ZAGREBAČKA
10346;Vinkovec /dio/;ZAGREBAČKA
10346;Žabnjak;ZAGREBAČKA
10346;Žunci;ZAGREBAČKA
10347;Baničevec;ZAGREBAČKA
10347;Brezani;ZAGREBAČKA
10347;Dropčevec;ZAGREBAČKA
10347;Dvorišće;ZAGREBAČKA
10347;Goli Vrh;ZAGREBAČKA
10347;Hruškovec;ZAGREBAČKA
10347;Hudovo;ZAGREBAČKA
10347;Kolenica;ZAGREBAČKA
10347;Lipnica;ZAGREBAČKA
10347;Mlaka;ZAGREBAČKA
10347;Rakovec;ZAGREBAČKA
10347;Samoborec;ZAGREBAČKA
10347;Šelovec;ZAGREBAČKA
10347;Valetić;ZAGREBAČKA
10347;Vrhovec;ZAGREBAČKA
10360;Budenec;ZAGREBAČKA
10360;Dobrodol;ZAGREBAČKA
10360;Goranec;ZAGREBAČKA
10360;Kućanec;ZAGREBAČKA
10360;Markovo Polje;ZAGREBAČKA
10360;Popovec;ZAGREBAČKA
10360;Sesvete;ZAGREBAČKA
10360;Soblinec;ZAGREBAČKA
10360;Šašinovec;ZAGREBAČKA
10360;Šimunčevec;ZAGREBAČKA
10360;Vuger Selo;ZAGREBAČKA
10360;Vugrovec Donji;ZAGREBAČKA
10360;Vugrovec Gornji;ZAGREBAČKA
10360;Žerjavinec;ZAGREBAČKA
10361;Cerje;ZAGREBAČKA
10361;Čista Mlaka;ZAGREBAČKA
10361;Drenčec;ZAGREBAČKA
10361;Dumovec;ZAGREBAČKA
10361;Glavničica;ZAGREBAČKA
10361;Novaki Nartski;ZAGREBAČKA
10361;Otok Nartski;ZAGREBAČKA
10361;Otok Svibovski;ZAGREBAČKA
10361;Sop;ZAGREBAČKA
10361;Struga Nartska;ZAGREBAČKA
10361;Svibje;ZAGREBAČKA
10361;Trstenik Nartski;ZAGREBAČKA
10362;Blaguša;ZAGREBAČKA
10362;Đurđekovec;ZAGREBAČKA
10362;Gajec;ZAGREBAČKA
10362;Kašina;ZAGREBAČKA
10362;Kašinska Sopnica;ZAGREBAČKA
10362;Kučilovina;ZAGREBAČKA
10362;Paruževina;ZAGREBAČKA
10362;Planina Donja;ZAGREBAČKA
10362;Planina Gornja;ZAGREBAČKA
10362;Prekvršje;ZAGREBAČKA
10362;Prepuštovec;ZAGREBAČKA
10362;Vurnovec;ZAGREBAČKA
10363;Adamovec;ZAGREBAČKA
10363;Belovar;ZAGREBAČKA
10363;Glavnica Donja;ZAGREBAČKA
10363;Glavnica Gornja;ZAGREBAČKA
10363;Jasenovec;ZAGREBAČKA
10363;Lužan;ZAGREBAČKA
10363;Moravče;ZAGREBAČKA
10370;Andrilovec;ZAGREBAČKA
10370;Božjakovina;ZAGREBAČKA
10370;Brckovljani;ZAGREBAČKA
10370;Črnec Dugoselski;ZAGREBAČKA
10370;Črnec Rugvički;ZAGREBAČKA
10370;Donja Greda;ZAGREBAČKA
10370;Donje Dvorišće;ZAGREBAČKA
10370;Dragošička;ZAGREBAČKA
10370;Dugo Selo;ZAGREBAČKA
10370;Gornja Greda;ZAGREBAČKA
10370;Gornje Dvorišće;ZAGREBAČKA
10370;Gračec;ZAGREBAČKA
10370;Hrebinec;ZAGREBAČKA
10370;Jalševec Nartski;ZAGREBAČKA
10370;Ježevo;ZAGREBAČKA
10370;Kopčevec;ZAGREBAČKA
10370;Kozinščak;ZAGREBAČKA
10370;Kusanovec;ZAGREBAČKA
10370;Leprovica;ZAGREBAČKA
10370;Lukarišće;ZAGREBAČKA
10370;Lupoglav;ZAGREBAČKA
10370;Mala Ostrna;ZAGREBAČKA
10370;Nart Savski;ZAGREBAČKA
10370;Obedišće Ježevsko;ZAGREBAČKA
10370;Okunšćak;ZAGREBAČKA
10370;Prečec;ZAGREBAČKA
10370;Prikraj;ZAGREBAČKA
10370;Prozorje;ZAGREBAČKA
10370;Puhovo;ZAGREBAČKA
10370;Rugvica;ZAGREBAČKA
10370;Stančić;ZAGREBAČKA
10370;Štakorovec;ZAGREBAČKA
10370;Tedrovec;ZAGREBAČKA
10370;Velika Ostrna;ZAGREBAČKA
10372;Novaki Oborovski;ZAGREBAČKA
10372;Oborovo;ZAGREBAČKA
10372;Prečno;ZAGREBAČKA
10372;Preseka Oborovska;ZAGREBAČKA
10372;Prevlaka;ZAGREBAČKA
10373;Hruščica;ZAGREBAČKA
10373;Ivanja Reka;ZAGREBAČKA
10380;Berislavec;ZAGREBAČKA
10380;Biškupec Zelinski;ZAGREBAČKA
10380;Blaževdol;ZAGREBAČKA
10380;Breg Mokrički;ZAGREBAČKA
10380;Bukevje;ZAGREBAČKA
10380;Bukovec Zelinski;ZAGREBAČKA
10380;Črečan;ZAGREBAČKA
10380;Donja Topličica;ZAGREBAČKA
10380;Donje Orešje;ZAGREBAČKA
10380;Donje Psarjevo;ZAGREBAČKA
10380;Gornja Topličica;ZAGREBAČKA
10380;Gornje Orešje;ZAGREBAČKA
10380;Gornje Psarjevo;ZAGREBAČKA
10380;Hrastje;ZAGREBAČKA
10380;Kalinje;ZAGREBAČKA
10380;Kladešćica;ZAGREBAČKA
10380;Kreča Ves;ZAGREBAČKA
10380;Marinovec Zelinski;ZAGREBAČKA
10380;Novakovec Bisački;ZAGREBAČKA
10380;Novo Mjesto;ZAGREBAČKA
10380;Obrež Zelinski;ZAGREBAČKA
10380;Prepolno;ZAGREBAČKA
10380;Pretoki;ZAGREBAČKA
10380;Selnica Psarjevačka;ZAGREBAČKA
10380;Sveti Ivan Zelina;ZAGREBAČKA
10380;Šalovec;ZAGREBAČKA
10380;Šulinec;ZAGREBAČKA
10380;Velika Gora;ZAGREBAČKA
10380;Žitomir;ZAGREBAČKA
10381;Bedenica;ZAGREBAČKA
10381;Beloslavec;ZAGREBAČKA
10381;Bosna;ZAGREBAČKA
10381;Omamno;ZAGREBAČKA
10381;Otrčkovec;ZAGREBAČKA
10381;Šurdovec;ZAGREBAČKA
10381;Turkovčina;ZAGREBAČKA
10381;Zadrkovec;ZAGREBAČKA
10382;Banje Selo;ZAGREBAČKA
10382;Blaškovec;ZAGREBAČKA
10382;Brezovec Zelinski;ZAGREBAČKA
10382;Bukevje;ZAGREBAČKA
10382;Bukovec Zelinski;ZAGREBAČKA
10382;Bunjak;ZAGREBAČKA
10382;Curkovec;ZAGREBAČKA
10382;Donja Drenova;ZAGREBAČKA
10382;Donja Zelina;ZAGREBAČKA
10382;Goričanec;ZAGREBAČKA
10382;Goričica;ZAGREBAČKA
10382;Gornja Drenova;ZAGREBAČKA
10382;Hrnjanec;ZAGREBAČKA
10382;Križevčec;ZAGREBAČKA
10382;Laktec;ZAGREBAČKA
10382;Majkovec;ZAGREBAČKA
10382;Nespeš;ZAGREBAČKA
10382;Paukovec;ZAGREBAČKA
10382;Suhodol Zelinski;ZAGREBAČKA
10382;Sveta Helena;ZAGREBAČKA
10382;Vukovje Zelinsko;ZAGREBAČKA
10383;Dubovec Bisaški;ZAGREBAČKA
10383;Filipovići;ZAGREBAČKA
10383;Gornji Vinkovec;ZAGREBAČKA
10383;Keleminovec;ZAGREBAČKA
10383;Komin;ZAGREBAČKA
10383;Mokrica Tomaševečka;ZAGREBAČKA
10383;Polonje;ZAGREBAČKA
10383;Polonje Tomaševečko;ZAGREBAČKA
10383;Radoišće;ZAGREBAČKA
10383;Salnik;ZAGREBAČKA
10383;Tomaševec;ZAGREBAČKA
10383;Vinkovec /dio/;ZAGREBAČKA
10383;Zrinšćina;ZAGREBAČKA
10408;Velika Mlaka;ZAGREBAČKA
10410;Bapče;ZAGREBAČKA
10410;Črnkovec;ZAGREBAČKA
10410;Drenje Šćitarjevsko;ZAGREBAČKA
10410;Gradići;ZAGREBAČKA
10410;Kobilić;ZAGREBAČKA
10410;Lazi Turopoljski;ZAGREBAČKA
10410;Lekneno;ZAGREBAČKA
10410;Mala Kosnica;ZAGREBAČKA
10410;Mičevec;ZAGREBAČKA
10410;Mraclin;ZAGREBAČKA
10410;Novaki Šćitarjevski;ZAGREBAČKA
10410;Obrezina;ZAGREBAČKA
10410;Okuje;ZAGREBAČKA
10410;Petina;ZAGREBAČKA
10410;Petrovina Turopoljska;ZAGREBAČKA
10410;Sasi;ZAGREBAČKA
10410;Selnica;ZAGREBAČKA
10410;Strmec Bukevski;ZAGREBAČKA
10410;Šćitarjevo;ZAGREBAČKA
10410;Trnje;ZAGREBAČKA
10410;Velika Gorica;ZAGREBAČKA
10410;Velika Kosnica;ZAGREBAČKA
10410;Zablatje Posavsko;ZAGREBAČKA
10411;Bukevje;ZAGREBAČKA
10411;Čret Posavski;ZAGREBAČKA
10411;Drnek;ZAGREBAČKA
10411;Obed;ZAGREBAČKA
10411;Orle;ZAGREBAČKA
10411;Ruča;ZAGREBAČKA
10411;Sop Bukevski;ZAGREBAČKA
10411;Stružec Posavski;ZAGREBAČKA
10411;Suša;ZAGREBAČKA
10411;Veleševec;ZAGREBAČKA
10411;Vrbovo Posavsko;ZAGREBAČKA
10412;Donja Lomnica;ZAGREBAČKA
10412;Gornja Lomnica;ZAGREBAČKA
10412;Lukavec;ZAGREBAČKA
10413;Barbarići Kravarski;ZAGREBAČKA
10413;Čakanec;ZAGREBAČKA
10413;Donji Hruševec;ZAGREBAČKA
10413;Gladovec Kravarski;ZAGREBAČKA
10413;Gornji Hruševec;ZAGREBAČKA
10413;Ključić Brdo;ZAGREBAČKA
10413;Kozjača;ZAGREBAČKA
10413;Kravarsko;ZAGREBAČKA
10413;Mala Buna;ZAGREBAČKA
10413;Novo Brdo;ZAGREBAČKA
10413;Opatija;ZAGREBAČKA
10413;Podvornica;ZAGREBAČKA
10413;Pustike;ZAGREBAČKA
10413;Šiljakovina;ZAGREBAČKA
10413;Velika Buna;ZAGREBAČKA
10413;Žitkovčica;ZAGREBAČKA
10414;Auguštanovec;ZAGREBAČKA
10414;Brkiševina;ZAGREBAČKA
10414;Cerje Pokupsko;ZAGREBAČKA
10414;Cvetnić Brdo;ZAGREBAČKA
10414;Gladovec Pokupski;ZAGREBAČKA
10414;Hotnja;ZAGREBAČKA
10414;Lijevi Degoj;ZAGREBAČKA
10414;Lijevi Štefanki;ZAGREBAČKA
10414;Lukinić Brdo;ZAGREBAČKA
10414;Opatija;ZAGREBAČKA
10414;Pokupsko;ZAGREBAČKA
10414;Roženica;ZAGREBAČKA
10414;Strezojevo;ZAGREBAČKA
10414;Šestak Brdo;ZAGREBAČKA
10414;Zgurić Brdo;ZAGREBAČKA
10415;Donje Podotočje;ZAGREBAČKA
10415;Jagodno;ZAGREBAČKA
10415;Lazina Čička;ZAGREBAČKA
10415;Novo Čiče;ZAGREBAČKA
10415;Poljana Čička;ZAGREBAČKA
10415;Ribnica;ZAGREBAČKA
10417;Buševec;ZAGREBAČKA
10417;Novo Selo Lekeničko;ZAGREBAČKA
10417;Ogulinac;ZAGREBAČKA
10417;Turopolje;ZAGREBAČKA
10418;Cerovski Vrh;ZAGREBAČKA
10418;Cvetković Brdo;ZAGREBAČKA
10418;Dubranec;ZAGREBAČKA
10418;Gustelnica;ZAGREBAČKA
10418;Jerebić;ZAGREBAČKA
10418;Petrovec;ZAGREBAČKA
10418;Prvonožina;ZAGREBAČKA
10418;Vukomerić;ZAGREBAČKA
10419;Gornje Podotočje;ZAGREBAČKA
10419;Kuče;ZAGREBAČKA
10419;Rakitovec;ZAGREBAČKA
10419;Staro Čiče;ZAGREBAČKA
10419;Vukovina;ZAGREBAČKA
10430;Bobovica;ZAGREBAČKA
10430;Braslovje;ZAGREBAČKA
10430;Bukovje Podvrško;ZAGREBAČKA
10430;Celine Samoborske;ZAGREBAČKA
10430;Cerje Samoborsko;ZAGREBAČKA
10430;Domaslovec;ZAGREBAČKA
10430;Draganje Selo;ZAGREBAČKA
10430;Dragonoš;ZAGREBAČKA
10430;Dubrava Samoborska;ZAGREBAČKA
10430;Farkaševec Samoborski;ZAGREBAČKA
10430;Gradna;ZAGREBAČKA
10430;Gregurić Breg;ZAGREBAČKA
10430;Hrastina Samoborska;ZAGREBAČKA
10430;Kladje;ZAGREBAČKA
10430;Kotari;ZAGREBAČKA
10430;Mala Rakovica;ZAGREBAČKA
10430;Mali Lipovec;ZAGREBAČKA
10430;Manja Vas;ZAGREBAČKA
10430;Medsave;ZAGREBAČKA
10430;Molvice;ZAGREBAČKA
10430;Prekrižje Plešivičko;ZAGREBAČKA
10430;Rude;ZAGREBAČKA
10430;Samobor;ZAGREBAČKA
10430;Samoborski Otok;ZAGREBAČKA
10430;Savršćak;ZAGREBAČKA
10430;Slani Dol;ZAGREBAČKA
10430;Slapnica;ZAGREBAČKA
10430;Slavagora;ZAGREBAČKA
10430;Smerovišće;ZAGREBAČKA
10430;Šipački Breg;ZAGREBAČKA
10430;Velika Rakovica;ZAGREBAČKA
10430;Veliki Lipovec;ZAGREBAČKA
10430;Vratnik Samoborski;ZAGREBAČKA
10430;Vrbovec Samoborski;ZAGREBAČKA
10430;Vrhovčak;ZAGREBAČKA
10431;Brezje Samoborsko;ZAGREBAČKA
10431;Jagnjić Dol;ZAGREBAČKA
10431;Kerestinec;ZAGREBAČKA
10431;Mala Gorica;ZAGREBAČKA
10431;Novaki Samoborski;ZAGREBAČKA
10431;Srebrenjak;ZAGREBAČKA
10431;Sveta Nedjelja;ZAGREBAČKA
10431;Svetonedjeljski Breg;ZAGREBAČKA
10432;Beder;ZAGREBAČKA
10432;Bregana;ZAGREBAČKA
10432;Breganica;ZAGREBAČKA
10432;Grdanjci;ZAGREBAČKA
10432;Jarušje;ZAGREBAČKA
10432;Javorek;ZAGREBAČKA
10432;Klokočevac Samoborski;ZAGREBAČKA
10432;Kostanjevec Podvrški;ZAGREBAČKA
10432;Kravljak;ZAGREBAČKA
10432;Lug Samoborski;ZAGREBAČKA
10432;Mala Jazbina;ZAGREBAČKA
10432;Noršić Selo;ZAGREBAČKA
10432;Otruševec;ZAGREBAČKA
10432;Podvrh;ZAGREBAČKA
10432;Poklek;ZAGREBAČKA
10432;Selce Žumberačko;ZAGREBAČKA
10432;Stojdraga;ZAGREBAČKA
10432;Velika Jazbina;ZAGREBAČKA
10432;Višnjevac Podvrški;ZAGREBAČKA
10434;Orešje;ZAGREBAČKA
10434;Strmec Samoborski;ZAGREBAČKA
10435;Dolec Podokićki;ZAGREBAČKA
10435;Drežnik Podokićki;ZAGREBAČKA
10435;Falašćak;ZAGREBAČKA
10435;Galgovo;ZAGREBAČKA
10435;Klake;ZAGREBAČKA
10435;Konšćica;ZAGREBAČKA
10435;Podgrađe Podokićko;ZAGREBAČKA
10435;Sveti Martin pod Okićem;ZAGREBAČKA
10436;Horvati;ZAGREBAČKA
10436;Kalinovica;ZAGREBAČKA
10436;Rakov Potok;ZAGREBAČKA
10436;Žitarka;ZAGREBAČKA
10437;Bestovje;ZAGREBAČKA
10437;Rakitje;ZAGREBAČKA
10450;Beter;ZAGREBAČKA
10450;Brebrovac;ZAGREBAČKA
10450;Brezari;ZAGREBAČKA
10450;Breznik Plešivički;ZAGREBAČKA
10450;Crna Mlaka;ZAGREBAČKA
10450;Cvetković;ZAGREBAČKA
10450;Čabdin;ZAGREBAČKA
10450;Čeglje;ZAGREBAČKA
10450;Črnilovec;ZAGREBAČKA
10450;Domagović;ZAGREBAČKA
10450;Donja Purgarija;ZAGREBAČKA
10450;Donja Reka;ZAGREBAČKA
10450;Donja Zdenčina;ZAGREBAČKA
10450;Donji Desinec;ZAGREBAČKA
10450;Dragovanščak;ZAGREBAČKA
10450;Goli Vrh;ZAGREBAČKA
10450;Goljak;ZAGREBAČKA
10450;Gonjeva;ZAGREBAČKA
10450;Gornja Purgarija;ZAGREBAČKA
10450;Gornja Reka;ZAGREBAČKA
10450;Gornja Zdenčina;ZAGREBAČKA
10450;Gornji Desinec;ZAGREBAČKA
10450;Guci Draganički;ZAGREBAČKA
10450;Hrastje Plešivičko;ZAGREBAČKA
10450;Hrašća;ZAGREBAČKA
10450;Izimje;ZAGREBAČKA
10450;Jastrebarsko;ZAGREBAČKA
10450;Jurjevčani;ZAGREBAČKA
10450;Klinča Sela;ZAGREBAČKA
10450;Kozlikovo;ZAGREBAČKA
10450;Kupinec;ZAGREBAČKA
10450;Lokošin Dol;ZAGREBAČKA
10450;Malunje;ZAGREBAČKA
10450;Novaki Petrovinski;ZAGREBAČKA
10450;Novo Selo Okićko;ZAGREBAČKA
10450;Orešje Okićko;ZAGREBAČKA
10450;Pavlovčani;ZAGREBAČKA
10450;Pavučnjak;ZAGREBAČKA
10450;Petkov Breg;ZAGREBAČKA
10450;Petrovina;ZAGREBAČKA
10450;Plešivica;ZAGREBAČKA
10450;Poljanica Okićka;ZAGREBAČKA
10450;Prhoć;ZAGREBAČKA
10450;Prilipje;ZAGREBAČKA
10450;Rastoki;ZAGREBAČKA
10450;Repišće;ZAGREBAČKA
10450;Slavetić;ZAGREBAČKA
